time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1742766409891430000,0.082429931640625,0.894756555557251,0.02364165149629116,-0.009738885797560215,0.44582170248031616,0.038539111614227295,-0.03362977132201195,-2.2164347171783447
1742766409896224300,0.087224365234375,0.8947502374649048,0.02367197908461094,-0.009854872711002827,0.4458302855491638,0.038774240761995316,-0.033580124378204346,-2.2164106369018555
1742766409901019000,0.092018798828125,0.8947428464889526,0.023643312975764275,-0.009958961978554726,0.4458443522453308,0.03893548995256424,-0.03343530371785164,-2.216379165649414
1742766409905813200,0.096813232421875,0.8947421908378601,0.023618629202246666,-0.009826326742768288,0.4458496570587158,0.038676124066114426,-0.03350931033492088,-2.216371774673462
1742766409910608000,0.10160791015625,0.8947370052337646,0.02361595630645752,-0.009778040461242199,0.4458613395690918,0.03858771547675133,-0.03354712948203087,-2.2163469791412354
1742766409915402200,0.10640234375,0.8947282433509827,0.023670850321650505,-0.009844478219747543,0.44587481021881104,0.03875628858804703,-0.03358545899391174,-2.2163116931915283
1742766409920196900,0.11119677734375,0.8947209119796753,0.023720789700746536,-0.009828236885368824,0.4458869993686676,0.0387723483145237,-0.033688779920339584,-2.216280698776245
1742766409924991500,0.115991455078125,0.8947146534919739,0.023681068792939186,-0.009830623865127563,0.4459017217159271,0.03874163702130318,-0.03361494466662407,-2.2162508964538574
1742766409929785900,0.120785888671875,0.8947041630744934,0.02367641031742096,-0.009789936244487762,0.4459238648414612,0.03866545110940933,-0.03364197537302971,-2.216202735900879
1742766409934580500,0.12558056640625,0.894697904586792,0.023763369768857956,-0.00976136326789856,0.44593241810798645,0.03869243338704109,-0.03382270410656929,-2.2161779403686523
1742766409939374800,0.130374755859375,0.8946896195411682,0.023719223216176033,-0.009859271347522736,0.4459492266178131,0.03882884979248047,-0.033655568957328796,-2.2161412239074707
1742766409944169500,0.13516943359375,0.8946782946586609,0.023729993030428886,-0.009787622839212418,0.44597315788269043,0.03871111944317818,-0.03373778238892555,-2.2160887718200684
1742766409948963800,0.1399638671875,0.8946706652641296,0.0238141268491745,-0.00983059499412775,0.4459829330444336,0.03886371850967407,-0.03384951129555702,-2.216059684753418
1742766409953758500,0.144758544921875,0.8946681022644043,0.023770390078425407,-0.009982600808143616,0.4459868371486664,0.039096858352422714,-0.03363534063100815,-2.216050624847412
1742766409958552800,0.149552734375,0.8946647644042969,0.02373151108622551,-0.009818858467042446,0.44599947333335876,0.03876938670873642,-0.03371146693825722,-2.216029167175293
1742766409963347500,0.154347412109375,0.8946621417999268,0.023797912523150444,-0.009804381988942623,0.446001261472702,0.038802966475486755,-0.033843111246824265,-2.216020345687866
1742766409968141800,0.159141845703125,0.8946572542190552,0.02377673052251339,-0.009914361871778965,0.4460100531578064,0.03898124024271965,-0.03370662033557892,-2.2159998416900635
1742766409972936400,0.1639365234375,0.8946563005447388,0.023739246651530266,-0.009794501587748528,0.4460165798664093,0.0387333519756794,-0.03374631702899933,-2.2159907817840576
1742766409977730800,0.168730712890625,0.8946556448936462,0.02370654046535492,-0.009749575518071651,0.4460202753543854,0.038623783737421036,-0.03372775390744209,-2.2159855365753174
1742766409982525400,0.173525390625,0.894645094871521,0.023753389716148376,-0.009834667667746544,0.4460373818874359,0.03881870210170746,-0.033734846860170364,-2.2159423828125
1742766409987319800,0.17831982421875,0.8946356177330017,0.02380545623600483,-0.00990036129951477,0.4460521638393402,0.03898347541689873,-0.033768679946660995,-2.2159039974212646
1742766409992114400,0.183114501953125,0.8946324586868286,0.023698192089796066,-0.009817304089665413,0.4460659921169281,0.03873928636312485,-0.033650364726781845,-2.2158827781677246
1742766409996908800,0.18790869140625,0.8946255445480347,0.023686325177550316,-0.009734521619975567,0.4460822641849518,0.03858107700943947,-0.03370236977934837,-2.2158491611480713
1742766410001690000,0.192690185546875,0.8946158289909363,0.023778298869729042,-0.009800044819712639,0.44609564542770386,0.038781218230724335,-0.03380781412124634,-2.215811252593994
1742766410006498000,0.197498046875,0.8946133852005005,0.0237059835344553,-0.009842416271567345,0.4461030662059784,0.03879261016845703,-0.033640261739492416,-2.2157986164093018
1742766410011292400,0.20229248046875,0.8946131467819214,0.023640520870685577,-0.009742215275764465,0.4461092948913574,0.03855486586689949,-0.033612385392189026,-2.215791702270508
1742766410016073500,0.207073486328125,0.8946126699447632,0.023685073480010033,-0.00971225369721651,0.44610875844955444,0.03854108974337578,-0.03371888026595116,-2.2157905101776123
1742766410020881400,0.21188134765625,0.894614577293396,0.02358303964138031,-0.009683447889983654,0.44611096382141113,0.03839826583862305,-0.03356197848916054,-2.2157938480377197
1742766410025676000,0.216676025390625,0.8946085572242737,0.023629099130630493,-0.009711137041449547,0.4461197555065155,0.03848939761519432,-0.03361926227807999,-2.2157700061798096
1742766410030470400,0.221470458984375,0.8946068286895752,0.023640654981136322,-0.009779366664588451,0.4461214244365692,0.038621947169303894,-0.03357892483472824,-2.215764284133911
1742766410035265000,0.22626513671875,0.8946048021316528,0.023563390597701073,-0.00971935037523508,0.4461308717727661,0.038445692509412766,-0.033493902534246445,-2.215749979019165
1742766410040059400,0.231059326171875,0.8946000933647156,0.02358623780310154,-0.009725695475935936,0.44613873958587646,0.03847780451178551,-0.03352876380085945,-2.2157301902770996
1742766410044854000,0.23585400390625,0.8945953249931335,0.023585239425301552,-0.009793613106012344,0.4461469352245331,0.03859879449009895,-0.03346595540642738,-2.2157106399536133
1742766410049648400,0.2406484375,0.8945858478546143,0.02356696128845215,-0.009813548997044563,0.4461665153503418,0.03861885517835617,-0.033414602279663086,-2.215667724609375
1742766410054443000,0.245443115234375,0.894579291343689,0.023588208481669426,-0.009803492575883865,0.44617876410484314,0.03862033411860466,-0.0334610715508461,-2.215639114379883
1742766410059237400,0.2502373046875,0.8945759534835815,0.023560117930173874,-0.009811654686927795,0.44618678092956543,0.03861008957028389,-0.0334031768143177,-2.215623140335083
1742766410064032000,0.255031982421875,0.8945724368095398,0.023512225598096848,-0.009800754487514496,0.44619661569595337,0.0385480672121048,-0.03332681953907013,-2.215604782104492
1742766410068826400,0.259826416015625,0.8945685029029846,0.023578232154250145,-0.009828567504882812,0.44620028138160706,0.038657087832689285,-0.0334198921918869,-2.2155909538269043
1742766410073621000,0.26462109375,0.8945677876472473,0.023577004671096802,-0.00981387309730053,0.4462020695209503,0.03862975537776947,-0.03343074023723602,-2.2155873775482178
1742766410078415400,0.269415283203125,0.894564688205719,0.023520180955529213,-0.009736600331962109,0.4462130069732666,0.03844095766544342,-0.03339766338467598,-2.215569019317627
1742766410083210000,0.2742099609375,0.8945630192756653,0.023579515516757965,-0.009767726995050907,0.446212500333786,0.03854978457093239,-0.03347601369023323,-2.2155649662017822
1742766410088004400,0.27900439453125,0.894559383392334,0.02354012057185173,-0.009774461388587952,0.4462217390537262,0.03852691128849983,-0.033399127423763275,-2.2155470848083496
1742766410092799000,0.283799072265625,0.8945479393005371,0.02359502576291561,-0.00984913855791092,0.44624030590057373,0.038710448890924454,-0.0334298238158226,-2.2155001163482666
1742766410097593300,0.28859326171875,0.8945451974868774,0.02359546162188053,-0.009861958213150501,0.44624564051628113,0.03873398154973984,-0.0334189236164093,-2.2154879570007324
1742766410102388000,0.293387939453125,0.8945397734642029,0.023522531613707542,-0.00980473030358553,0.44626137614250183,0.03856682404875755,-0.03333891183137894,-2.215459108352661
1742766410107182600,0.2981826171875,0.8945301175117493,0.023558923974633217,-0.009832853451371193,0.4462779760360718,0.03865037113428116,-0.03337816148996353,-2.215418577194214
1742766410111977000,0.30297705078125,0.8945275545120239,0.023582668974995613,-0.0097882729023695,0.4462830424308777,0.03859202563762665,-0.03346025571227074,-2.215406656265259
1742766410116771600,0.307771484375,0.8945273756980896,0.023506535217165947,-0.009774035774171352,0.44628778100013733,0.038498543202877045,-0.0333365835249424,-2.215402126312256
1742766410121566000,0.31256591796875,0.8945236206054688,0.02351696416735649,-0.009793209843337536,0.44629427790641785,0.03854244202375412,-0.033337827771902084,-2.215386152267456
1742766410126360600,0.317360595703125,0.8945249915122986,0.023491552099585533,-0.009700692258775234,0.4462948441505432,0.03835409879684448,-0.03337501734495163,-2.215388774871826
1742766410131155000,0.322155029296875,0.8945188522338867,0.02347208932042122,-0.009722845628857613,0.4463076889514923,0.03837680071592331,-0.033319856971502304,-2.2153611183166504
1742766410135949600,0.326949462890625,0.8945141434669495,0.02347426302731037,-0.009712735190987587,0.44631728529930115,0.03836100548505783,-0.03333237022161484,-2.2153396606445312
1742766410140744000,0.331743896484375,0.8945105075836182,0.02346324548125267,-0.009664591401815414,0.44632628560066223,0.038265299052000046,-0.03335530310869217,-2.2153215408325195
1742766410145538600,0.33653857421875,0.8945043087005615,0.02344301901757717,-0.009667185135185719,0.44633951783180237,0.038252320140600204,-0.0333162285387516,-2.2152931690216064
1742766410150333000,0.3413330078125,0.8944957852363586,0.02344227395951748,-0.009631265886127949,0.4463574290275574,0.03818802908062935,-0.03334623575210571,-2.215254068374634
1742766410155127600,0.34612744140625,0.8944888114929199,0.023403994739055634,-0.009627099148929119,0.44637349247932434,0.03814687952399254,-0.03328080102801323,-2.2152209281921387
1742766410159922000,0.350921875,0.8944812417030334,0.023340614512562752,-0.009617574512958527,0.4463922381401062,0.038073763251304626,-0.03317514434456825,-2.215183973312378
1742766410164716500,0.355716552734375,0.8944745659828186,0.023371081799268723,-0.00959156733006239,0.44640466570854187,0.03805496171116829,-0.03325236588716507,-2.2151546478271484
1742766410169511000,0.360510986328125,0.8944708704948425,0.023327551782131195,-0.009599781595170498,0.44641417264938354,0.03803102672100067,-0.03316675126552582,-2.2151362895965576
1742766410174305500,0.365305419921875,0.8944635987281799,0.023321036249399185,-0.009672324173152447,0.4464275538921356,0.03815552592277527,-0.03308969363570213,-2.2151052951812744
1742766410179100000,0.370099853515625,0.8944610357284546,0.023335997015237808,-0.009638611227273941,0.446432501077652,0.03810877352952957,-0.03314637020230293,-2.2150936126708984
1742766410183894500,0.37489453125,0.8944569826126099,0.023312095552682877,-0.009593076072633266,0.4464428424835205,0.0380062460899353,-0.03314388170838356,-2.215073347091675
1742766410188675600,0.379675537109375,0.8944486379623413,0.023327026516199112,-0.009614156559109688,0.4464583694934845,0.038057923316955566,-0.033151086419820786,-2.2150371074676514
