time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1742766207985392000,0.11339208984375,-0.21229957044124603,-0.029242655262351036,0.33596718311309814,0.917169451713562,0.11471180617809296,-0.6798728108406067,0.4955415725708008
1742766207990186500,0.1181865234375,-0.21279683709144592,-0.029000798240303993,0.33509835600852966,0.9173797369003296,0.11504114419221878,-0.6779112219810486,0.49645957350730896
1742766207994980900,0.12298095703125,-0.2132909893989563,-0.028754347935318947,0.33425503969192505,0.9175803661346436,0.11539558321237564,-0.6760001182556152,0.497386634349823
1742766207999775200,0.127775146484375,-0.21378956735134125,-0.028515825048089027,0.33344513177871704,0.9177664518356323,0.11575871706008911,-0.6741612553596497,0.4983363151550293
1742766208004569900,0.13256982421875,-0.21429839730262756,-0.02829105406999588,0.33267658948898315,0.9179335832595825,0.11612823605537415,-0.6724128723144531,0.4993230998516083
1742766208009364200,0.1373642578125,-0.2148137390613556,-0.028085986152291298,0.3319609463214874,0.9180785417556763,0.11649608612060547,-0.670782208442688,0.5003400444984436
1742766208014158600,0.14215869140625,-0.21534235775470734,-0.027907343581318855,0.3312964141368866,0.9182002544403076,0.11685127764940262,-0.6692681312561035,0.5013977289199829
1742766208018953000,0.146952880859375,-0.2158844918012619,-0.02775999717414379,0.33068186044692993,0.9182988405227661,0.11718213558197021,-0.6678705215454102,0.5024925470352173
1742766208023747600,0.15174755859375,-0.21643826365470886,-0.027648262679576874,0.3301066756248474,0.9183788299560547,0.11746910214424133,-0.6665705442428589,0.5036107301712036
1742766208028542000,0.1565419921875,-0.21699590981006622,-0.02757902629673481,0.32956570386886597,0.9184436202049255,0.11768606305122375,-0.6653622388839722,0.5047251582145691
1742766208033336300,0.16133642578125,-0.21755841374397278,-0.027558468282222748,0.3290533125400543,0.9184948801994324,0.11781555414199829,-0.6642372012138367,0.5058307647705078
1742766208038130700,0.166130615234375,-0.2181447446346283,-0.027591735124588013,0.3285646438598633,0.918529748916626,0.1178584098815918,-0.6631861925125122,0.5069679021835327
1742766208042925300,0.17092529296875,-0.2187647968530655,-0.02769201435148716,0.32808661460876465,0.9185501933097839,0.11778276413679123,-0.6621883511543274,0.5081438422203064
1742766208047719700,0.1757197265625,-0.21943707764148712,-0.02785482257604599,0.32760125398635864,0.9185581207275391,0.11760081350803375,-0.6612024307250977,0.5093973278999329
1742766208052514000,0.18051416015625,-0.22016802430152893,-0.02806618995964527,0.32709333300590515,0.9185577630996704,0.11733829230070114,-0.6601898074150085,0.5107460021972656
1742766208057308400,0.185308349609375,-0.22093743085861206,-0.028305627405643463,0.3265753984451294,0.9185499548912048,0.11703475564718246,-0.6591677665710449,0.5121625661849976
1742766208062102800,0.190102783203125,-0.22173407673835754,-0.02855304442346096,0.32604971528053284,0.9185370802879333,0.1167285293340683,-0.6581317186355591,0.5136356949806213
1742766208066897400,0.1948974609375,-0.22254294157028198,-0.028788357973098755,0.3255119323730469,0.9185248613357544,0.11644944548606873,-0.6570641398429871,0.5151406526565552
1742766208071691800,0.19969189453125,-0.22334665060043335,-0.028996950015425682,0.3249565362930298,0.9185198545455933,0.11621196568012238,-0.6559479832649231,0.516642153263092
1742766208076486100,0.204486083984375,-0.2241383194923401,-0.029169462621212006,0.32440266013145447,0.9185173511505127,0.11604645848274231,-0.654818058013916,0.518140971660614
1742766208081280500,0.209280517578125,-0.22491881251335144,-0.029306212440133095,0.3238585293292999,0.9185141921043396,0.11595913767814636,-0.6536906957626343,0.5196434855461121
1742766208086075100,0.2140751953125,-0.22568315267562866,-0.029409484937787056,0.32332128286361694,0.918512761592865,0.11593835055828094,-0.6525618433952332,0.521134078502655
1742766208090869500,0.218869384765625,-0.2264348417520523,-0.029484491795301437,0.3227895200252533,0.9185123443603516,0.11597393453121185,-0.6514309644699097,0.5226165056228638
1742766208095663900,0.223663818359375,-0.22716622054576874,-0.029540451243519783,0.3222503364086151,0.9185192584991455,0.11602850258350372,-0.6502777338027954,0.5240578055381775
1742766208100458200,0.228458251953125,-0.22787220776081085,-0.029586216434836388,0.3217076063156128,0.9185331463813782,0.11608078330755234,-0.6491153836250305,0.5254416465759277
1742766208105252900,0.2332529296875,-0.2285417765378952,-0.02962321788072586,0.321157306432724,0.9185582399368286,0.11611543595790863,-0.647938072681427,0.526737630367279
1742766208110047200,0.238047119140625,-0.2291642278432846,-0.029669450595974922,0.32061219215393066,0.9185919761657715,0.11609310656785965,-0.646782636642456,0.5279141664505005
1742766208114841600,0.242841552734375,-0.2297516167163849,-0.029742304235696793,0.3200802505016327,0.9186285138130188,0.1159907877445221,-0.6456733345985413,0.5289933681488037
1742766208119636000,0.247635986328125,-0.23031683266162872,-0.029844043776392937,0.3195549249649048,0.9186665415763855,0.11580906808376312,-0.644596517086029,0.5300013422966003
1742766208124430300,0.252430419921875,-0.23087163269519806,-0.029981395229697227,0.31903550028800964,0.9187033772468567,0.11554200947284698,-0.6435531973838806,0.5309621691703796
1742766208129225000,0.257224853515625,-0.23140877485275269,-0.030153915286064148,0.3185291886329651,0.9187382459640503,0.11519061028957367,-0.6425585150718689,0.5318627953529358
1742766208134019300,0.262019287109375,-0.23192740976810455,-0.030354805290699005,0.3180404305458069,0.9187701940536499,0.11477327346801758,-0.6416178941726685,0.532708466053009
1742766208138813700,0.266813720703125,-0.23242677748203278,-0.030582096427679062,0.3175794184207916,0.9187958240509033,0.11430204659700394,-0.6407507658004761,0.533504843711853
1742766208143608000,0.271608154296875,-0.23289702832698822,-0.030829595401883125,0.3171536326408386,0.9188156127929688,0.11378899216651917,-0.6399703621864319,0.534236490726471
1742766208148402700,0.276402587890625,-0.2333320528268814,-0.031110091134905815,0.316772997379303,0.9188270568847656,0.11320831626653671,-0.6393041610717773,0.5348852872848511
1742766208153197000,0.281197021484375,-0.23372524976730347,-0.03141627833247185,0.31642013788223267,0.9188383221626282,0.1125577911734581,-0.6387140154838562,0.5354306697845459
1742766208157991400,0.285991455078125,-0.23406052589416504,-0.03173321485519409,0.31608280539512634,0.9188582301139832,0.11184871941804886,-0.6381686925888062,0.5358366966247559
1742766208162785800,0.290785888671875,-0.23432135581970215,-0.03203554451465607,0.3157418370246887,0.9188985228538513,0.11111019551753998,-0.6376173496246338,0.5360701680183411
1742766208167580400,0.295580322265625,-0.23450510203838348,-0.032286256551742554,0.315387099981308,0.9189646244049072,0.1104157343506813,-0.6370189785957336,0.5361446142196655
1742766208172374800,0.300374755859375,-0.23461738228797913,-0.03245962783694267,0.3149949610233307,0.9190644025802612,0.10980942845344543,-0.6363110542297363,0.5360784530639648
1742766208177169200,0.305169189453125,-0.23467211425304413,-0.03253687173128128,0.3145610988140106,0.9191962480545044,0.10934154689311981,-0.6354724168777466,0.5359161496162415
1742766208181963500,0.309963623046875,-0.23467190563678741,-0.03250863030552864,0.3140901029109955,0.9193583130836487,0.10903888195753098,-0.6345068216323853,0.5356730222702026
1742766208186758000,0.3147578125,-0.23463021218776703,-0.03239259868860245,0.31358110904693604,0.9195468425750732,0.10887175053358078,-0.633421003818512,0.5353690981864929
1742766208191552500,0.319552490234375,-0.23456622660160065,-0.03221047669649124,0.3130485415458679,0.919750988483429,0.10881788283586502,-0.6322537660598755,0.5350440740585327
1742766208196347000,0.324346923828125,-0.2344997078180313,-0.03199145197868347,0.31249290704727173,0.9199644923210144,0.10882770270109177,-0.6310201287269592,0.5347259640693665
1742766208201141200,0.329141357421875,-0.23445090651512146,-0.03178033232688904,0.3119301199913025,0.920175313949585,0.10882885009050369,-0.6297746896743774,0.5344421863555908
1742766208205935600,0.333935546875,-0.2344343066215515,-0.031612154096364975,0.3113659620285034,0.9203763604164124,0.10875850170850754,-0.6285464763641357,0.5342068672180176
1742766208210730200,0.338730224609375,-0.23447567224502563,-0.03151930868625641,0.310804158449173,0.920558750629425,0.10856705158948898,-0.6273581385612488,0.5340625047683716
1742766208215524600,0.343524658203125,-0.23458394408226013,-0.03152110427618027,0.31024354696273804,0.9207202792167664,0.10821729898452759,-0.6262168884277344,0.5340175628662109
1742766208220319000,0.348319091796875,-0.23476696014404297,-0.03161945939064026,0.3096950054168701,0.9208548069000244,0.10771933197975159,-0.6251447796821594,0.534095287322998
1742766208225113300,0.35311328125,-0.23505903780460358,-0.0318167507648468,0.30915534496307373,0.9209549427032471,0.10709198564291,-0.6241329908370972,0.534375786781311
1742766208229908000,0.357907958984375,-0.23546770215034485,-0.03211115673184395,0.30862924456596375,0.9210166931152344,0.10634855926036835,-0.6231889724731445,0.5348806977272034
1742766208234702300,0.362702392578125,-0.23596817255020142,-0.03247646987438202,0.3081185817718506,0.921046793460846,0.10552967339754105,-0.6223055720329285,0.5355690717697144
1742766208239496700,0.36749658203125,-0.23652850091457367,-0.032883625477552414,0.307634562253952,0.9210504293441772,0.10468395054340363,-0.6214931607246399,0.536389172077179
1742766208244291000,0.372291015625,-0.23709864914417267,-0.0332796573638916,0.3072037398815155,0.9210334420204163,0.10391116142272949,-0.6207813620567322,0.5372697710990906
1742766208249085400,0.37708544921875,-0.2376309633255005,-0.033615317195653915,0.3068312704563141,0.9210082292556763,0.10328833013772964,-0.6201586723327637,0.5381312370300293
