time,seconds_elapsed,z,y,x
1742766207969283600,0.09728369140625,-0.17485502362251282,-0.058335911482572556,-0.346808522939682
1742766207971680800,0.0996806640625,-0.1785201132297516,-0.06322269141674042,-0.35627666115760803
1742766207974078000,0.102077880859375,-0.18218518793582916,-0.06826218217611313,-0.3671191930770874
1742766207976475100,0.10447509765625,-0.18585027754306793,-0.07070557028055191,-0.3765873312950134
1742766207978872300,0.106872314453125,-0.18707197904586792,-0.0719272643327713,-0.381474107503891
1742766207981269500,0.10926953125,-0.1882936656475067,-0.06948387622833252,-0.3874298632144928
1742766207983666700,0.111666748046875,-0.1895153671503067,-0.06444438546895981,-0.3897205591201782
1742766207986064000,0.11406396484375,-0.18707197904586792,-0.0594048947095871,-0.3897205591201782
1742766207988461000,0.1164609375,-0.19088977575302124,-0.054518118500709534,-0.390942245721817
1742766207990858200,0.118858154296875,-0.19211146235466003,-0.04947862774133682,-0.38956785202026367
1742766207993255700,0.121255615234375,-0.19211146235466003,-0.04825693368911743,-0.3836120665073395
1742766207995652900,0.12365283203125,-0.19211146235466003,-0.04703523963689804,-0.37536564469337463
1742766207998050000,0.126050048828125,-0.19318044185638428,-0.04840964451432228,-0.3694098889827728
1742766208000447200,0.128447265625,-0.19562382996082306,-0.04856235533952713,-0.35856732726097107
1742766208002844400,0.130844482421875,-0.19806721806526184,-0.04978405311703682,-0.3503209054470062
1742766208005241600,0.13324169921875,-0.19913621246814728,-0.05360184609889984,-0.3384093940258026
1742766208007638800,0.135638671875,-0.20035789906978607,-0.05375456064939499,-0.3252761662006378
1742766208010036000,0.138035888671875,-0.20157960057258606,-0.05757235363125801,-0.3133646547794342
1742766208012433400,0.140433349609375,-0.2038702666759491,-0.06139015033841133,-0.3002314269542694
1742766208014830600,0.14283056640625,-0.20631365478038788,-0.06520794332027435,-0.2883199155330658
1742766208017227800,0.145227783203125,-0.20738264918327332,-0.07040014863014221,-0.275186687707901
1742766208019625000,0.147625,-0.2098260372877121,-0.07543963938951492,-0.2632751762866974
1742766208022022100,0.150022216796875,-0.21089501678943634,-0.08170082420110703,-0.25258535146713257
1742766208024419300,0.15241943359375,-0.20967331528663635,-0.08796200156211853,-0.24433889985084534
1742766208026816500,0.15481640625,-0.208298921585083,-0.09559759497642517,-0.23364907503128052
1742766208029213700,0.157213623046875,-0.20707722008228302,-0.10185877978801727,-0.22524993121623993
1742766208031611100,0.159611083984375,-0.2044811248779297,-0.11178504675626755,-0.2157817929983139
1742766208034008300,0.16200830078125,-0.20432840287685394,-0.11942064017057419,-0.20875705778598785
1742766208036405500,0.164405517578125,-0.20677179098129272,-0.13056860864162445,-0.20157960057258606
1742766208038802700,0.166802734375,-0.20906247198581696,-0.144465371966362,-0.1910424828529358
1742766208041199900,0.169199951171875,-0.2101314514875412,-0.15943112969398499,-0.18630841374397278
1742766208043597000,0.17159716796875,-0.2160872220993042,-0.17454960942268372,-0.18279604613780975
1742766208045994200,0.173994140625,-0.2208212912082672,-0.1907370537519455,-0.18050536513328552
1742766208048391400,0.176391357421875,-0.2304421216249466,-0.20707722008228302,-0.18065807223320007
1742766208050788600,0.17878857421875,-0.23899398744106293,-0.222042977809906,-0.18310146033763885
1742766208053185800,0.181185791015625,-0.24494975805282593,-0.23334364593029022,-0.18554484844207764
1742766208055583200,0.183583251953125,-0.2498365342617035,-0.24220094084739685,-0.18554484844207764
1742766208057980400,0.18598046875,-0.2570139765739441,-0.24724042415618896,-0.1844758689403534
1742766208060377600,0.188377685546875,-0.26190075278282166,-0.2522799074649811,-0.18569757044315338
1742766208062774800,0.19077490234375,-0.26434415578842163,-0.2522799074649811,-0.18798823654651642
1742766208065172000,0.193171875,-0.2680092453956604,-0.2522799074649811,-0.1916533261537552
1742766208067569200,0.195569091796875,-0.270452618598938,-0.2486148327589035,-0.19394400715827942
1742766208069966300,0.19796630859375,-0.26938363909721375,-0.2435753494501114,-0.2011214643716812
1742766208072363500,0.200363525390625,-0.27060532569885254,-0.23853585124015808,-0.20463383197784424
1742766208074761000,0.202760986328125,-0.27060532569885254,-0.2298312783241272,-0.20585553348064423
1742766208077158100,0.205158203125,-0.2695363461971283,-0.22097399830818176,-0.20570281147956848
1742766208079555300,0.207555419921875,-0.2707580327987671,-0.21226942539215088,-0.20570281147956848
1742766208081952500,0.209952392578125,-0.2707580327987671,-0.20616094768047333,-0.2044811248779297
1742766208084349700,0.212349609375,-0.26968905329704285,-0.1973036676645279,-0.20555010437965393
1742766208086747000,0.214746826171875,-0.26846736669540405,-0.1898207813501358,-0.20555010437965393
1742766208089144000,0.21714404296875,-0.2686200737953186,-0.1823379099369049,-0.20555010437965393
1742766208091541200,0.219541259765625,-0.2673983871936798,-0.17867282032966614,-0.20661908388137817
1742766208093938700,0.221938720703125,-0.26373329758644104,-0.17363333702087402,-0.21028417348861694
1742766208096336000,0.2243359375,-0.2602209448814392,-0.16859383881092072,-0.21257483959197998
1742766208098733000,0.226733154296875,-0.25655585527420044,-0.16599774360656738,-0.21257483959197998
1742766208101130200,0.229130126953125,-0.2492256760597229,-0.16217994689941406,-0.2160872220993042
1742766208103527400,0.23152734375,-0.24311721324920654,-0.15714046359062195,-0.21853061020374298
1742766208105924600,0.233924560546875,-0.23471805453300476,-0.1557660549879074,-0.21959958970546722
1742766208108321800,0.23632177734375,-0.22250111401081085,-0.15316994488239288,-0.217308908700943
1742766208110719000,0.238718994140625,-0.2151709496974945,-0.15301723778247833,-0.2160872220993042
1742766208113116200,0.2411162109375,-0.20661908388137817,-0.15546062588691711,-0.2113531529903412
1742766208115513300,0.243513427734375,-0.19684553146362305,-0.15912571549415588,-0.20661908388137817
1742766208117910500,0.24591064453125,-0.19180603325366974,-0.16279079020023346,-0.20539739727973938
1742766208120308000,0.248307861328125,-0.18691925704479218,-0.16660858690738678,-0.20188501477241516
1742766208122705200,0.250705078125,-0.1832541823387146,-0.17271706461906433,-0.19944162666797638
1742766208125102300,0.253102294921875,-0.17836740612983704,-0.18019993603229523,-0.19592925906181335
1742766208127499500,0.25549951171875,-0.17210622131824493,-0.183865025639534,-0.19119518995285034
1742766208129896700,0.257896728515625,-0.16721943020820618,-0.1889045089483261,-0.18646112084388733
1742766208132294000,0.2602939453125,-0.1623326539993286,-0.19256959855556488,-0.1817270666360855
1742766208134691000,0.262691162109375,-0.15622419118881226,-0.19379130005836487,-0.1757712960243225
1742766208137088500,0.265088623046875,-0.15118469297885895,-0.19745637476444244,-0.1698155403137207
1742766208139485700,0.267485595703125,-0.14751961827278137,-0.19883078336715698,-0.15912571549415588
1742766208141883000,0.2698828125,-0.14018943905830383,-0.19867807626724243,-0.15316994488239288
1742766208144280000,0.272280029296875,-0.1328592747449875,-0.19867807626724243,-0.14248012006282806
1742766208146677200,0.27467724609375,-0.12552911043167114,-0.20249587297439575,-0.13056860864162445
1742766208149074400,0.277074462890625,-0.11453386396169662,-0.20234315097332,-0.12094775587320328
1742766208151471600,0.2794716796875,-0.10582929104566574,-0.2047865390777588,-0.11392301321029663
1742766208153868800,0.281868896484375,-0.09605573117733002,-0.20341213047504425,-0.11025793105363846
1742766208156266200,0.284266357421875,-0.08399149775505066,-0.20219044387340546,-0.10674555599689484
1742766208158663400,0.286663330078125,-0.06933116167783737,-0.1957765519618988,-0.10430216789245605
1742766208161060600,0.289060546875,-0.05467082932591438,-0.18936264514923096,-0.10781454294919968
1742766208163457800,0.291457763671875,-0.041384901851415634,-0.1779092699289322,-0.11254860460758209
1742766208165855000,0.29385498046875,-0.028098974376916885,-0.16156910359859467,-0.11835165321826935
1742766208168252200,0.296252197265625,-0.01725643500685692,-0.14767232537269592,-0.12781979143619537
1742766208170649300,0.2986494140625,-0.005344913341104984,-0.12873606383800507,-0.14095300436019897
1742766208173046500,0.301046630859375,0.0018325417768210173,-0.10857810080051422,-0.15622419118881226
1742766208175443700,0.303443603515625,0.009009997360408306,-0.08842013776302338,-0.1704263836145401
1742766208177841000,0.3058408203125,0.013591351918876171,-0.06719319522380829,-0.18462859094142914
1742766208180238300,0.30823828125,0.01954711228609085,-0.04337015375494957,-0.197609081864357
1742766208182635500,0.310635498046875,0.024281177669763565,-0.023212196305394173,-0.21303297579288483
1742766208185032700,0.31303271484375,0.02764083817601204,-0.005650337319821119,-0.22601348161697388
1742766208187430000,0.315429931640625,0.031153209507465363,0.010689826682209969,-0.2367033064365387
1742766208189827000,0.3178271484375,0.031153209507465363,0.025655584409832954,-0.24494975805282593
1742766208192224300,0.320224365234375,0.031000498682260513,0.031916771084070206,-0.25212720036506653
1742766208194621400,0.322621337890625,0.030847785994410515,0.04062134400010109,-0.2591519355773926
1742766208197018600,0.3250185546875,0.025961007922887802,0.04184303805232048,-0.2651077210903168
1742766208199415800,0.327415771484375,0.02489202655851841,0.03817795217037201,-0.2651077210903168
1742766208201813200,0.329813232421875,0.021226942539215088,0.0331384651362896,-0.26281702518463135
1742766208204210400,0.33221044921875,0.017714571207761765,0.020616095513105392,-0.2605263590812683
1742766208206607600,0.334607666015625,0.011606098152697086,0.008093725889921188,-0.2582356929779053
1742766208209004800,0.3370048828125,0.004428642801940441,-0.012064233422279358,-0.2510582208633423
1742766208211402000,0.339402099609375,-0.0038177953101694584,-0.032069481909275055,-0.2476985603570938
1742766208213799200,0.341799072265625,-0.010995250195264816,-0.055892523378133774,-0.24189551174640656
1742766208216196400,0.3441962890625,-0.019394399598240852,-0.0784938707947731,-0.23364907503128052
1742766208218593800,0.34659375,-0.027793550863862038,-0.10094250738620758,-0.22540263831615448
1742766208220991000,0.348990966796875,-0.04092676565051079,-0.12491826713085175,-0.21715620160102844
1742766208223388200,0.35138818359375,-0.05772506445646286,-0.1513374149799347,-0.2101314514875412
1742766208225785300,0.353785400390625,-0.07589777559041977,-0.17653486132621765,-0.20081603527069092
1742766208228182500,0.3561826171875,-0.09513945877552032,-0.2041756957769394,-0.1913478970527649
1742766208230579700,0.358579833984375,-0.11209046840667725,-0.22692975401878357,-0.1832541823387146
1742766208232977000,0.360976806640625,-0.12659808993339539,-0.24449162185192108,-0.17500774562358856
1742766208235374000,0.3633740234375,-0.13973131775856018,-0.26220619678497314,-0.16783028841018677
1742766208237771300,0.365771240234375,-0.1507265567779541,-0.27350685000419617,-0.15958385169506073
1742766208240168400,0.36816845703125,-0.1566823273897171,-0.27625566720962524,-0.14889401197433472
1742766208242565600,0.370565673828125,-0.16034740209579468,-0.2725905776023865,-0.1369825005531311
1742766208244963000,0.372963134765625,-0.16279079020023346,-0.261442631483078,-0.12736165523529053
1742766208247360300,0.3753603515625,-0.15927842259407043,-0.24525517225265503,-0.1188097894191742
1742766208249757400,0.37775732421875,-0.15332266688346863,-0.22158484160900116,-0.10918894410133362
1742766208252154600,0.380154541015625,-0.14370182156562805,-0.19409671425819397,-0.10430216789245605
1742766208254551800,0.3825517578125,-0.13301199674606323,-0.16156910359859467,-0.10048437118530273
1742766208256949000,0.384948974609375,-0.11865708231925964,-0.12659808993339539,-0.09910997003316879
1742766208259346200,0.38734619140625,-0.1041494607925415,-0.09147437661886215,-0.09407047927379608
1742766208261743400,0.389743408203125,-0.08735115826129913,-0.05024218559265137,-0.09376505762338638
1742766208264140800,0.392140869140625,-0.07421794533729553,-0.012675080448389053,-0.09483403712511063
1742766208266538000,0.3945380859375,-0.05986303091049194,0.02367033064365387,-0.09697200357913971
1742766208268935200,0.39693505859375,-0.050394900143146515,0.05497625470161438,-0.10033166408538818
1742766208271332400,0.399332275390625,-0.04321744292974472,0.07864658534526825,-0.10613471269607544
1742766208273729500,0.4017294921875,-0.038483377546072006,0.0975828468799591,-0.11560284346342087
1742766208276126700,0.404126708984375,-0.036192700266838074,0.11010521650314331,-0.1250709742307663
1742766208278524000,0.40652392578125,-0.04107947647571564,0.11636640131473541,-0.13576079905033112
1742766208280921000,0.408921142578125,-0.04489727318286896,0.11514470726251602,-0.14767232537269592
1742766208283318500,0.411318603515625,-0.05467082932591438,0.11010521650314331,-0.1620272397994995
