time,seconds_elapsed,z,y,x
1742766303004744400,0.055744384765625,-0.01175880990922451,0.006261184345930815,0.024281177669763565
1742766303007141600,0.0581416015625,-0.0009162708884105086,0.0325276181101799,0.01725643500685692
1742766303009539000,0.0605390625,-0.0021379655227065086,0.007788302376866341,-0.010231691412627697
1742766303011936300,0.062936279296875,-0.004123218823224306,-0.04703523963689804,-0.016645587980747223
1742766303014333400,0.06533349609375,0.005955760832875967,-0.09055810421705246,0.0010689827613532543
1742766303016730600,0.067730712890625,0.012216945178806782,-0.09437590092420578,0.028404397889971733
1742766303019128000,0.070128173828125,-0.00015271181473508477,-0.05986303091049194,0.049020491540431976
1742766303021525200,0.072525146484375,-0.011606098152697086,0.010995250195264816,0.050547610968351364
1742766303023922400,0.07492236328125,-0.012216945178806782,0.08093725889921188,0.043828289955854416
1742766303026319600,0.077319580078125,-0.006261184345930815,0.09727742522954941,0.027182703837752342
1742766303028717000,0.079717041015625,-0.006108472589403391,0.051463883370161057,-0.013591351918876171
1742766303031114200,0.0821142578125,-0.004581354558467865,-0.009315420873463154,-0.05100574716925621
1742766303033511400,0.084511474609375,0.0065666078589856625,-0.046577103435993195,-0.06551336497068405
1742766303035895300,0.086895263671875,0.004275931045413017,-0.046729814261198044,-0.03573456406593323
1742766303038306000,0.08930615234375,-0.0065666078589856625,-0.02870982140302658,0.034818295389413834
1742766303040703200,0.091703125,-0.016340164467692375,0.004581354558467865,0.08994726091623306
1742766303043087000,0.094087158203125,-0.0068720318377017975,0.05070032179355621,0.0925433561205864
1742766303045497900,0.096497802734375,0.00259610079228878,0.06368082761764526,0.03894151374697685
1742766303047895000,0.09889501953125,0.002748812548816204,0.01175880990922451,-0.028098974376916885
1742766303050279000,0.10127880859375,-0.014202198944985867,-0.03924693539738655,-0.06780404597520828
1742766303052689700,0.103689697265625,-0.020157959312200546,-0.04947862774133682,-0.045202698558568954
1742766303055086800,0.1060869140625,0.0030542362947016954,-0.030847785994410515,-0.003359660040587187
1742766303057484000,0.108484130859375,0.007788302376866341,0.003970507066696882,0.021837789565324783
1742766303059881500,0.110881591796875,-0.011911521665751934,0.031153209507465363,0.030389651656150818
1742766303062278700,0.113278564453125,-0.015576604753732681,0.038636088371276855,0.026877280324697495
1742766303064675800,0.11567578125,-0.0021379655227065086,0.013896775431931019,0.011300674639642239
1742766303067073000,0.118072998046875,0.0030542362947016954,-0.027029991149902344,-0.004581354558467865
1742766303069470500,0.120470458984375,0.0021379655227065086,-0.056961506605148315,0.008399149402976036
1742766303071867600,0.12286767578125,-0.0016798300202935934,-0.038483377546072006,0.014507622458040714
1742766303074264800,0.125264892578125,-0.0032069480512291193,0.002748812548816204,0.008704573847353458
1742766303076662000,0.127662109375,-0.0022906772792339325,0.0328330397605896,-0.010078979656100273
1742766303079059500,0.1300595703125,-0.007177455350756645,0.03390202298760414,-0.0065666078589856625
1742766303081456600,0.13245654296875,-0.009315420873463154,0.007635590620338917,0.00519220158457756
1742766303083853800,0.134853759765625,0.0006108472589403391,-0.01710372418165207,0.002748812548816204
1742766303086251300,0.137251220703125,0.01038440316915512,-0.03817795217037201,-0.009315420873463154
1742766303088648400,0.1396484375,0.007941014133393764,-0.04184303805232048,-0.016492875292897224
1742766303091045600,0.142045654296875,-0.005497625097632408,-0.02092151902616024,-0.004428642801940441
1742766303093442800,0.14444287109375,-0.009315420873463154,0.008704573847353458,0.024281177669763565
1742766303095840300,0.14684033203125,-0.004581354558467865,0.03374931216239929,0.028098974376916885
1742766303098237400,0.149237548828125,-0.0022906772792339325,0.03145863488316536,-0.0030542362947016954
1742766303100634600,0.151634521484375,-0.004581354558467865,0.012980503961443901,-0.030542362481355667
1742766303103031800,0.15403173828125,-0.008246437646448612,-0.0021379655227065086,-0.028251685202121735
